timestamp,turbidity_in,turbidity_out,status,phase
390004,1205.04,1260.13,alert,emergency
390251,1191.13,1232.69,alert,emergency
390497,1191.13,1232.69,alert,emergency
390744,1205.04,1260.13,alert,emergency
390989,1218.89,1260.13,alert,emergency
391236,1191.13,1232.69,alert,emergency
391482,1177.17,1232.69,alert,emergency
391728,1191.13,1232.69,alert,emergency
391974,1205.04,1260.13,alert,emergency
392220,1205.04,1260.13,alert,emergency
392467,1191.13,1232.69,alert,emergency
392713,1191.13,1232.69,alert,emergency
392960,1205.04,1260.13,alert,emergency
393205,1218.89,1260.13,alert,emergency
393451,1205.04,1246.44,alert,emergency
393698,1191.13,1232.69,alert,emergency
393944,1191.13,1232.69,alert,emergency
394190,1205.04,1260.13,alert,emergency
394436,1205.04,1260.13,alert,emergency
394683,1191.13,1232.69,alert,emergency
394929,1191.13,1232.69,alert,emergency
395174,1205.04,1246.44,alert,emergency
395421,1205.04,1260.13,alert,emergency
395667,1205.04,1246.44,alert,emergency
395914,1191.13,1232.69,alert,emergency
396160,1177.17,1232.69,alert,emergency
396406,1205.04,1260.13,alert,emergency
396652,1218.89,1260.13,alert,emergency
396898,1191.13,1232.69,alert,emergency
397145,1191.13,1232.69,alert,emergency
397390,1205.04,1260.13,alert,emergency
397637,1218.89,1273.77,alert,emergency
397883,1218.89,1260.13,alert,emergency
398130,1191.13,1232.69,alert,emergency
398375,1177.17,1218.89,alert,emergency
398621,1205.04,1260.13,alert,emergency
398868,1205.04,1246.44,alert,emergency
399114,1177.17,1232.69,alert,emergency
399361,1177.17,1218.89,alert,emergency
399606,1191.13,1232.69,alert,emergency
399853,1205.04,1246.44,alert,emergency
400099,1205.04,1246.44,alert,emergency
400345,1191.13,1232.69,alert,emergency
400591,1177.17,1218.89,alert,emergency
400837,1191.13,1246.44,alert,emergency
401084,1205.04,1260.13,alert,emergency
401330,1191.13,1232.69,alert,emergency
401576,1177.17,1218.89,alert,emergency
401822,1177.17,1232.69,alert,emergency
402068,1205.04,1260.13,alert,emergency
402315,1205.04,1260.13,alert,emergency
402561,1191.13,1232.69,alert,emergency
402807,1177.17,1232.69,alert,emergency
403053,1205.04,1246.44,alert,emergency
403300,1205.04,1260.13,alert,emergency
403546,1205.04,1246.44,alert,emergency
403791,1191.13,1232.69,alert,emergency
404038,1177.17,1232.69,alert,emergency
404284,1205.04,1260.13,alert,emergency
404531,1205.04,1260.13,alert,emergency
404776,1177.17,1232.69,alert,emergency
405023,1177.17,1218.89,alert,emergency
405269,1191.13,1232.69,alert,emergency
405515,1191.13,1246.44,alert,emergency
405762,1191.13,1246.44,alert,emergency
406007,1177.17,1232.69,alert,emergency
406254,1177.17,1232.69,alert,emergency
406500,1191.13,1246.44,alert,emergency
406747,1205.04,1260.13,alert,emergency
406992,1191.13,1246.44,alert,emergency
407238,1191.13,1232.69,alert,emergency
407485,1191.13,1246.44,alert,emergency
407731,1205.04,1260.13,alert,emergency
407977,1205.04,1260.13,alert,emergency
408223,1191.13,1232.69,alert,emergency
408470,1191.13,1232.69,alert,emergency
408716,1205.04,1246.44,alert,emergency
408962,1205.04,1260.13,alert,emergency
409208,1205.04,1246.44,alert,emergency
409454,1191.13,1232.69,alert,emergency
409701,1191.13,1246.44,alert,emergency
409947,1205.04,1260.13,alert,emergency
410193,1205.04,1260.13,alert,emergency
410439,1191.13,1246.44,alert,emergency
410685,1191.13,1232.69,alert,emergency
410932,1205.04,1246.44,alert,emergency
411177,1205.04,1246.44,alert,emergency
411424,1205.04,1246.44,alert,emergency
411670,1191.13,1232.69,alert,emergency
411917,1191.13,1232.69,alert,emergency
412163,1205.04,1246.44,alert,emergency
412408,1205.04,1260.13,alert,emergency
412655,1191.13,1232.69,alert,emergency
412901,1191.13,1232.69,alert,emergency
413148,1191.13,1246.44,alert,emergency
413393,1205.04,1246.44,alert,emergency
413640,1205.04,1246.44,alert,emergency
413886,1191.13,1232.69,alert,emergency
414132,1191.13,1232.69,alert,emergency
414379,1205.04,1246.44,alert,emergency
414624,1205.04,1260.13,alert,emergency
414871,1191.13,1232.69,alert,emergency
415117,1191.13,1232.69,alert,emergency
415364,1191.13,1246.44,alert,emergency
415609,1205.04,1246.44,alert,emergency
415855,1205.04,1260.13,alert,emergency
416102,1191.13,1232.69,alert,emergency
416348,1191.13,1232.69,alert,emergency
416594,1191.13,1246.44,alert,emergency
416840,1205.04,1260.13,alert,emergency
417087,1191.13,1246.44,alert,emergency
417333,1191.13,1232.69,alert,emergency
417579,1191.13,1246.44,alert,emergency
417825,1205.04,1246.44,alert,emergency
418071,1205.04,1246.44,alert,emergency
418318,1191.13,1232.69,alert,emergency
418564,1191.13,1232.69,alert,emergency
418809,1205.04,1246.44,alert,emergency
419056,1218.89,1260.13,alert,emergency
419302,1191.13,1246.44,alert,emergency
419549,1177.17,1232.69,alert,emergency
419794,1191.13,1246.44,alert,emergency
420041,1205.04,1260.13,alert,emergency
420287,1205.04,1260.13,alert,emergency
420533,1191.13,1232.69,alert,emergency
420780,1177.17,1232.69,alert,emergency
421025,1205.04,1260.13,alert,emergency
421272,1205.04,1260.13,alert,emergency
421518,1205.04,1246.44,alert,emergency
421765,1191.13,1232.69,alert,emergency
422010,1177.17,1232.69,alert,emergency
422256,1205.04,1246.44,alert,emergency
422503,1205.04,1260.13,alert,emergency
422749,1191.13,1232.69,alert,emergency
422995,1191.13,1232.69,alert,emergency
423241,1205.04,1246.44,alert,emergency
423488,1205.04,1246.44,alert,emergency
423734,1205.04,1246.44,alert,emergency
423980,1191.13,1232.69,alert,emergency
424226,1177.17,1232.69,alert,emergency
424472,1205.04,1246.44,alert,emergency
424719,1205.04,1260.13,alert,emergency
424965,1191.13,1232.69,alert,emergency
425211,1191.13,1232.69,alert,emergency
425457,1191.13,1246.44,alert,emergency
425704,1205.04,1246.44,alert,emergency
425950,1205.04,1246.44,alert,emergency
426195,1191.13,1232.69,alert,emergency
426442,1191.13,1232.69,alert,emergency
426688,1205.04,1246.44,alert,emergency
426935,1205.04,1260.13,alert,emergency
427181,1191.13,1232.69,alert,emergency
427426,1191.13,1232.69,alert,emergency
427673,1191.13,1246.44,alert,emergency
427919,1205.04,1246.44,alert,emergency
428166,1205.04,1246.44,alert,emergency
428411,1191.13,1232.69,alert,emergency
428658,1191.13,1232.69,alert,emergency
428904,1205.04,1246.44,alert,emergency
429150,1205.04,1246.44,alert,emergency
429396,1191.13,1246.44,alert,emergency
429642,1191.13,1232.69,alert,emergency
429889,1191.13,1232.69,alert,emergency
430135,1205.04,1246.44,alert,emergency
430382,1205.04,1246.44,alert,emergency
430627,1191.13,1232.69,alert,emergency
430873,1191.13,1232.69,alert,emergency
431120,1205.04,1246.44,alert,emergency
431366,1205.04,1246.44,alert,emergency
431612,1191.13,1246.44,alert,emergency
431858,1191.13,1232.69,alert,emergency
432105,1191.13,1232.69,alert,emergency
432351,1205.04,1246.44,alert,emergency
432596,1205.04,1246.44,alert,emergency
432843,1191.13,1232.69,alert,emergency
433089,1191.13,1232.69,alert,emergency
433336,1191.13,1246.44,alert,emergency
433582,1205.04,1246.44,alert,emergency
433828,1191.13,1246.44,alert,emergency
434074,1191.13,1232.69,alert,emergency
434320,1191.13,1232.69,alert,emergency
434567,1191.13,1246.44,alert,emergency
434812,1205.04,1246.44,alert,emergency
435059,1191.13,1232.69,alert,emergency
435305,1177.17,1232.69,alert,emergency
435552,1191.13,1246.44,alert,emergency
435798,1205.04,1246.44,alert,emergency
436043,1191.13,1246.44,alert,emergency
436290,1191.13,1232.69,alert,emergency
436536,1191.13,1232.69,alert,emergency
436783,1191.13,1246.44,alert,emergency
437028,1205.04,1260.13,alert,emergency
437275,1191.13,1232.69,alert,emergency
437521,1177.17,1232.69,alert,emergency
437767,1191.13,1246.44,alert,emergency
438013,1205.04,1246.44,alert,emergency
438259,1191.13,1246.44,alert,emergency
438506,1191.13,1232.69,alert,emergency
438752,1191.13,1232.69,alert,emergency
438999,1191.13,1246.44,alert,emergency
439244,1205.04,1246.44,alert,emergency
439490,1191.13,1232.69,alert,emergency
439737,1191.13,1232.69,alert,emergency
439983,1191.13,1232.69,alert,emergency
440229,1205.04,1246.44,alert,emergency
440475,1205.04,1246.44,alert,emergency
440722,1191.13,1232.69,alert,emergency
440968,1191.13,1232.69,alert,emergency
441213,1205.04,1246.44,alert,emergency
441460,1205.04,1246.44,alert,emergency
441706,1191.13,1246.44,alert,emergency
441953,1191.13,1232.69,alert,emergency
442199,1177.17,1232.69,alert,emergency
442445,1205.04,1246.44,alert,emergency
442691,1205.04,1260.13,alert,emergency
442937,1191.13,1232.69,alert,emergency
443184,1191.13,1232.69,alert,emergency
443429,1191.13,1246.44,alert,emergency
443676,1205.04,1246.44,alert,emergency
443922,1191.13,1246.44,alert,emergency
444169,1191.13,1232.69,alert,emergency
444414,1191.13,1232.69,alert,emergency
444660,1191.13,1246.44,alert,emergency
444907,1205.04,1246.44,alert,emergency
445153,1191.13,1232.69,alert,emergency
445400,1177.17,1218.89,alert,emergency
445645,1191.13,1232.69,alert,emergency
445892,1205.04,1246.44,alert,emergency
446138,1191.13,1246.44,alert,emergency
446384,1177.17,1232.69,alert,emergency
446630,1177.17,1218.89,alert,emergency
446876,1191.13,1246.44,alert,emergency
447123,1205.04,1246.44,alert,emergency
447369,1191.13,1232.69,alert,emergency
447616,1177.17,1232.69,alert,emergency
447861,1177.17,1232.69,alert,emergency
448107,1205.04,1246.44,alert,emergency
448354,1205.04,1246.44,alert,emergency
448600,1177.17,1232.69,alert,emergency
448846,1177.17,1232.69,alert,emergency
449092,1205.04,1246.44,alert,emergency
449339,1205.04,1260.13,alert,emergency
449585,1191.13,1246.44,alert,emergency
449830,1177.17,1218.89,alert,emergency
450077,1177.17,1218.89,alert,emergency
450323,1191.13,1246.44,alert,emergency
450570,1205.04,1246.44,alert,emergency
450816,1177.17,1232.69,alert,emergency
451061,1177.17,1218.89,alert,emergency
451308,1191.13,1246.44,alert,emergency
451554,1205.04,1246.44,alert,emergency
451801,1191.13,1246.44,alert,emergency
452046,1191.13,1232.69,alert,emergency
452293,1177.17,1232.69,alert,emergency
452539,1205.04,1246.44,alert,emergency
452785,1218.89,1260.13,alert,emergency
453031,1191.13,1232.69,alert,emergency
453277,1177.17,1218.89,alert,emergency
453524,1191.13,1246.44,alert,emergency
453770,1218.89,1273.77,alert,emergency
454017,1205.04,1260.13,alert,emergency
454262,1191.13,1232.69,alert,emergency
454508,1177.17,1218.89,alert,emergency
454755,1191.13,1246.44,alert,emergency
455001,1205.04,1260.13,alert,emergency
455247,1191.13,1232.69,alert,emergency
455493,1177.17,1218.89,alert,emergency
455740,1191.13,1232.69,alert,emergency
455986,1205.04,1246.44,alert,emergency
456231,1205.04,1246.44,alert,emergency
456478,1177.17,1232.69,alert,emergency
456724,1177.17,1218.89,alert,emergency
456971,1191.13,1246.44,alert,emergency
457217,1205.04,1246.44,alert,emergency
457463,1191.13,1232.69,alert,emergency
457709,1177.17,1218.89,alert,emergency
457955,1177.17,1232.69,alert,emergency
458202,1205.04,1260.13,alert,emergency
458447,1205.04,1246.44,alert,emergency
458694,1177.17,1218.89,alert,emergency
458940,1177.17,1232.69,alert,emergency
459187,1205.04,1260.13,alert,emergency
459432,1205.04,1260.13,alert,emergency
459678,1191.13,1232.69,alert,emergency
459925,1177.17,1218.89,alert,emergency
460171,1177.17,1232.69,alert,emergency
460418,1205.04,1260.13,alert,emergency
460663,1205.04,1260.13,alert,emergency
460910,1177.17,1218.89,alert,emergency
461156,1177.17,1218.89,alert,emergency
461402,1205.04,1260.13,alert,emergency
461648,1205.04,1260.13,alert,emergency
461894,1191.13,1232.69,alert,emergency
462141,1177.17,1218.89,alert,emergency
462387,1177.17,1232.69,alert,emergency
462633,1205.04,1246.44,alert,emergency
462879,1205.04,1260.13,alert,emergency
463125,1177.17,1218.89,alert,emergency
463372,1163.15,1218.89,alert,emergency
463618,1191.13,1246.44,alert,emergency
463864,1205.04,1260.13,alert,emergency
464110,1191.13,1232.69,alert,emergency
464357,1177.17,1218.89,alert,emergency
464603,1177.17,1232.69,alert,emergency
464848,1205.04,1246.44,alert,emergency
465095,1205.04,1260.13,alert,emergency
465341,1177.17,1232.69,alert,emergency
465588,1177.17,1218.89,alert,emergency
465833,1191.13,1246.44,alert,emergency
466080,1205.04,1260.13,alert,emergency
466326,1191.13,1232.69,alert,emergency
466573,1177.17,1218.89,alert,emergency
466819,1177.17,1232.69,alert,emergency
467064,1205.04,1260.13,alert,emergency
467311,1205.04,1260.13,alert,emergency
467557,1177.17,1232.69,alert,emergency
467804,1177.17,1218.89,alert,emergency
468049,1191.13,1246.44,alert,emergency
468295,1205.04,1260.13,alert,emergency
468542,1191.13,1246.44,alert,emergency
468788,1177.17,1218.89,alert,emergency
469035,1177.17,1218.89,alert,emergency
469280,1205.04,1260.13,alert,emergency
469527,1218.89,1260.13,alert,emergency
469773,1177.17,1218.89,alert,emergency
470019,1177.17,1218.89,alert,emergency
470265,1191.13,1246.44,alert,emergency
470511,1205.04,1260.13,alert,emergency
470758,1205.04,1246.44,alert,emergency
471004,1177.17,1218.89,alert,emergency
471250,1177.17,1232.69,alert,emergency
471496,1205.04,1260.13,alert,emergency
471742,1218.89,1260.13,alert,emergency
471989,1177.17,1218.89,alert,emergency
472235,1177.17,1218.89,alert,emergency
472481,1191.13,1246.44,alert,emergency
472727,1205.04,1260.13,alert,emergency
472974,1191.13,1232.69,alert,emergency
473220,1177.17,1218.89,alert,emergency
473465,1177.17,1218.89,alert,emergency
473712,1205.04,1260.13,alert,emergency
473958,1232.69,1287.36,alert,emergency
474205,1177.17,1218.89,alert,emergency
474450,1163.15,1218.89,alert,emergency
474697,1191.13,1246.44,alert,emergency
474943,1205.04,1260.13,alert,emergency
475189,1191.13,1232.69,alert,emergency
475436,1177.17,1218.89,alert,emergency
475681,1177.17,1232.69,alert,emergency
475928,1205.04,1260.13,alert,emergency
476174,1205.04,1260.13,alert,emergency
476421,1177.17,1218.89,alert,emergency
476666,1163.15,1205.04,alert,emergency
476912,1191.13,1246.44,alert,emergency
477159,1205.04,1246.44,alert,emergency
477405,1191.13,1232.69,alert,emergency
477651,1177.17,1218.89,alert,emergency
477897,1177.17,1232.69,alert,emergency
478144,1205.04,1260.13,alert,emergency
478390,1205.04,1260.13,alert,emergency
478636,1177.17,1218.89,alert,emergency
478882,1177.17,1218.89,alert,emergency
479128,1205.04,1246.44,alert,emergency
479375,1205.04,1260.13,alert,emergency
479621,1191.13,1232.69,alert,emergency
479867,1177.17,1218.89,alert,emergency
480113,1191.13,1232.69,alert,emergency
480359,1205.04,1246.44,alert,emergency
480606,1191.13,1232.69,alert,emergency
480851,1177.17,1218.89,alert,emergency
481098,1177.17,1218.89,alert,emergency
481344,1191.13,1246.44,alert,emergency
481591,1205.04,1246.44,alert,emergency
481837,1177.17,1232.69,alert,emergency
482082,1177.17,1218.89,alert,emergency
482329,1177.17,1232.69,alert,emergency
482575,1191.13,1246.44,alert,emergency
482822,1191.13,1232.69,alert,emergency
483067,1177.17,1218.89,alert,emergency
483314,1177.17,1232.69,alert,emergency
483560,1191.13,1246.44,alert,emergency
483806,1191.13,1246.44,alert,emergency
484052,1191.13,1232.69,alert,emergency
484298,1191.13,1232.69,alert,emergency
484545,1205.04,1246.44,alert,emergency
484791,1218.89,1260.13,alert,emergency
485038,1205.04,1246.44,alert,emergency
485283,1177.17,1232.69,alert,emergency
485529,1191.13,1232.69,alert,emergency
485776,1205.04,1260.13,alert,emergency
486022,1205.04,1246.44,alert,emergency
486268,1177.17,1232.69,alert,emergency
486514,1177.17,1218.89,alert,emergency
486761,1205.04,1246.44,alert,emergency
487007,1205.04,1260.13,alert,emergency
487252,1191.13,1232.69,alert,emergency
487499,1177.17,1218.89,alert,emergency
487745,1177.17,1232.69,alert,emergency
487992,1205.04,1246.44,alert,emergency
488238,1205.04,1246.44,alert,emergency
488484,1177.17,1218.89,alert,emergency
488730,1177.17,1218.89,alert,emergency
488976,1205.04,1260.13,alert,emergency
489223,1205.04,1260.13,alert,emergency
489468,1191.13,1232.69,alert,emergency
489715,1177.17,1218.89,alert,emergency
489961,1191.13,1246.44,alert,emergency
490208,1205.04,1260.13,alert,emergency
490454,1191.13,1246.44,alert,emergency
490699,1177.17,1218.89,alert,emergency
490946,1177.17,1218.89,alert,emergency
491192,1205.04,1260.13,alert,emergency
491439,1205.04,1260.13,alert,emergency
491684,1177.17,1218.89,alert,emergency
491931,1177.17,1218.89,alert,emergency
492177,1205.04,1260.13,alert,emergency
492423,1205.04,1260.13,alert,emergency
492669,1191.13,1232.69,alert,emergency
492915,1177.17,1218.89,alert,emergency
493162,1177.17,1232.69,alert,emergency
493408,1205.04,1246.44,alert,emergency
493655,1205.04,1246.44,alert,emergency
493900,1177.17,1218.89,alert,emergency
494146,1177.17,1218.89,alert,emergency
494393,1205.04,1260.13,alert,emergency
494639,1205.04,1260.13,alert,emergency
494885,1191.13,1232.69,alert,emergency
495131,1177.17,1218.89,alert,emergency
495378,1191.13,1246.44,alert,emergency
495624,1205.04,1246.44,alert,emergency
495869,1191.13,1232.69,alert,emergency
496116,1177.17,1218.89,alert,emergency
496362,1177.17,1218.89,alert,emergency
496609,1205.04,1246.44,alert,emergency
496855,1205.04,1246.44,alert,emergency
497101,1177.17,1218.89,alert,emergency
497347,1177.17,1218.89,alert,emergency
497593,1205.04,1260.13,alert,emergency
497840,1205.04,1260.13,alert,emergency
498085,1205.04,1246.44,alert,emergency
498332,1191.13,1232.69,alert,emergency
498578,1177.17,1232.69,alert,emergency
498825,1205.04,1260.13,alert,emergency
499070,1205.04,1260.13,alert,emergency
499316,1177.17,1218.89,alert,emergency
499563,1177.17,1218.89,alert,emergency
499809,1205.04,1260.13,alert,emergency
500056,1205.04,1246.44,alert,emergency
500301,1177.17,1218.89,alert,emergency
500547,1177.17,1218.89,alert,emergency
500794,1177.17,1232.69,alert,emergency
501040,1205.04,1246.44,alert,emergency
501286,1205.04,1246.44,alert,emergency
501532,1177.17,1218.89,alert,emergency
501779,1163.15,1218.89,alert,emergency
502025,1205.04,1246.44,alert,emergency
502270,1205.04,1260.13,alert,emergency
502517,1177.17,1218.89,alert,emergency
502763,1177.17,1218.89,alert,emergency
503010,1191.13,1246.44,alert,emergency
503256,1205.04,1260.13,alert,emergency
503502,1191.13,1246.44,alert,emergency
503748,1177.17,1218.89,alert,emergency
503994,1177.17,1218.89,alert,emergency
504241,1205.04,1260.13,alert,emergency
504486,1205.04,1260.13,alert,emergency
504733,1177.17,1218.89,alert,emergency
504979,1177.17,1218.89,alert,emergency
505226,1205.04,1260.13,alert,emergency
505472,1205.04,1260.13,alert,emergency
505717,1191.13,1232.69,alert,emergency
505964,1177.17,1218.89,alert,emergency
506210,1177.17,1232.69,alert,emergency
506457,1205.04,1260.13,alert,emergency
506702,1205.04,1260.13,alert,emergency
506949,1177.17,1218.89,alert,emergency
507195,1163.15,1218.89,alert,emergency
507441,1191.13,1246.44,alert,emergency
507687,1205.04,1246.44,alert,emergency
507933,1177.17,1218.89,alert,emergency
508180,1163.15,1218.89,alert,emergency
508426,1191.13,1232.69,alert,emergency
508673,1191.13,1246.44,alert,emergency
508918,1191.13,1232.69,alert,emergency
509164,1177.17,1218.89,alert,emergency
509411,1177.17,1218.89,alert,emergency
509657,1191.13,1246.44,alert,emergency
509903,1205.04,1246.44,alert,emergency
510149,1177.17,1218.89,alert,emergency
510396,1177.17,1218.89,alert,emergency
510642,1191.13,1246.44,alert,emergency
510887,1205.04,1246.44,alert,emergency
511134,1177.17,1232.69,alert,emergency
511380,1177.17,1232.69,alert,emergency
511627,1191.13,1232.69,alert,emergency
511873,1191.13,1246.44,alert,emergency
512119,1191.13,1246.44,alert,emergency
512365,1177.17,1218.89,alert,emergency
512611,1177.17,1218.89,alert,emergency
512858,1191.13,1246.44,alert,emergency
513103,1205.04,1246.44,alert,emergency
513350,1177.17,1218.89,alert,emergency
513596,1177.17,1218.89,alert,emergency
513843,1191.13,1246.44,alert,emergency
514088,1191.13,1246.44,alert,emergency
514334,1191.13,1232.69,alert,emergency
514581,1177.17,1218.89,alert,emergency
514827,1177.17,1232.69,alert,emergency
515074,1191.13,1246.44,alert,emergency
515319,1205.04,1246.44,alert,emergency
515566,1177.17,1232.69,alert,emergency
515812,1177.17,1218.89,alert,emergency
516058,1191.13,1246.44,alert,emergency
516304,1205.04,1246.44,alert,emergency
516550,1177.17,1218.89,alert,emergency
516797,1177.17,1232.69,alert,emergency
517043,1191.13,1246.44,alert,emergency
517289,1191.13,1246.44,alert,emergency
517535,1191.13,1232.69,alert,emergency
517781,1177.17,1232.69,alert,emergency
518028,1177.17,1232.69,alert,emergency
518274,1191.13,1246.44,alert,emergency
518520,1205.04,1246.44,alert,emergency
518766,1177.17,1232.69,alert,emergency
519013,1177.17,1218.89,alert,emergency
519259,1191.13,1246.44,alert,emergency
519504,1191.13,1246.44,alert,emergency
519751,1177.17,1232.69,alert,emergency
519997,1177.17,1232.69,alert,emergency
520244,1191.13,1232.69,alert,emergency
520489,1191.13,1246.44,alert,emergency
520736,1191.13,1246.44,alert,emergency
520982,1177.17,1232.69,alert,emergency
521228,1177.17,1218.89,alert,emergency
521475,1191.13,1246.44,alert,emergency
521720,1205.04,1246.44,alert,emergency
521967,1177.17,1232.69,alert,emergency
522213,1177.17,1218.89,alert,emergency
522460,1191.13,1246.44,alert,emergency
522705,1191.13,1246.44,alert,emergency
522951,1191.13,1232.69,alert,emergency
523198,1177.17,1232.69,alert,emergency
523444,1177.17,1232.69,alert,emergency
523691,1191.13,1246.44,alert,emergency
523936,1205.04,1246.44,alert,emergency
524183,1191.13,1232.69,alert,emergency
524429,1177.17,1218.89,alert,emergency
524675,1191.13,1246.44,alert,emergency
524921,1205.04,1246.44,alert,emergency
525167,1177.17,1232.69,alert,emergency
525414,1177.17,1232.69,alert,emergency
525660,1191.13,1232.69,alert,emergency
525906,1191.13,1246.44,alert,emergency
526152,1191.13,1246.44,alert,emergency
526398,1177.17,1232.69,alert,emergency
526645,1177.17,1232.69,alert,emergency
526891,1191.13,1246.44,alert,emergency
527137,1205.04,1246.44,alert,emergency
527383,1177.17,1232.69,alert,emergency
527630,1177.17,1218.89,alert,emergency
527876,1191.13,1246.44,alert,emergency
528121,1205.04,1246.44,alert,emergency
528368,1191.13,1232.69,alert,emergency
528614,1177.17,1232.69,alert,emergency
528861,1177.17,1232.69,alert,emergency
529106,1191.13,1246.44,alert,emergency
529353,1191.13,1246.44,alert,emergency
529599,1177.17,1232.69,alert,emergency
529845,1177.17,1218.89,alert,emergency
530092,1191.13,1246.44,alert,emergency
530337,1205.04,1246.44,alert,emergency
530584,1177.17,1232.69,alert,emergency
530830,1177.17,1218.89,alert,emergency
531077,1191.13,1232.69,alert,emergency
531322,1205.04,1246.44,alert,emergency
531568,1191.13,1246.44,alert,emergency
531815,1177.17,1232.69,alert,emergency
532061,1177.17,1232.69,alert,emergency
532307,1191.13,1246.44,alert,emergency
532553,1205.04,1246.44,alert,emergency
532800,1191.13,1232.69,alert,emergency
533046,1177.17,1232.69,alert,emergency
533292,1191.13,1246.44,alert,emergency
533538,1205.04,1246.44,alert,emergency
533784,1191.13,1232.69,alert,emergency
534031,1177.17,1218.89,alert,emergency
534277,1191.13,1232.69,alert,emergency
534523,1205.04,1260.13,alert,emergency
534769,1218.89,1273.77,alert,emergency
535015,1177.17,1218.89,alert,emergency
535262,1163.15,1205.04,alert,emergency
535507,1177.17,1232.69,alert,emergency
535754,1191.13,1232.69,alert,emergency
536000,1163.15,1218.89,alert,emergency
536247,1163.15,1218.89,alert,emergency
536493,1177.17,1218.89,alert,emergency
536738,1177.17,1218.89,alert,emergency
536985,1177.17,1218.89,alert,emergency
537231,1177.17,1218.89,alert,emergency
537478,1177.17,1218.89,alert,emergency
537723,1177.17,1218.89,alert,emergency
537970,1177.17,1232.69,alert,emergency
538216,1177.17,1218.89,alert,emergency
538462,1177.17,1218.89,alert,emergency
538708,1177.17,1232.69,alert,emergency
538954,1177.17,1232.69,alert,emergency
539201,1177.17,1218.89,alert,emergency
539447,1177.17,1218.89,alert,emergency
539694,1177.17,1218.89,alert,emergency
539939,1177.17,1232.69,alert,emergency
540185,1177.17,1232.69,alert,emergency
540432,1177.17,1218.89,alert,emergency
540678,1177.17,1218.89,alert,emergency
540924,1177.17,1232.69,alert,emergency
541170,1177.17,1232.69,alert,emergency
541417,1177.17,1218.89,alert,emergency
541663,1177.17,1218.89,alert,emergency
541908,1177.17,1232.69,alert,emergency
542155,1177.17,1232.69,alert,emergency
542401,1177.17,1232.69,alert,emergency
542648,1177.17,1218.89,alert,emergency
542894,1177.17,1218.89,alert,emergency
543140,1177.17,1232.69,alert,emergency
543386,1177.17,1232.69,alert,emergency
543632,1177.17,1218.89,alert,emergency
543879,1177.17,1218.89,alert,emergency
544124,1177.17,1232.69,alert,emergency
544371,1177.17,1232.69,alert,emergency
544617,1177.17,1218.89,alert,emergency
544864,1177.17,1218.89,alert,emergency
545110,1177.17,1218.89,alert,emergency
545355,1177.17,1232.69,alert,emergency
545602,1177.17,1232.69,alert,emergency
545848,1177.17,1232.69,alert,emergency
546095,1177.17,1218.89,alert,emergency
546340,1177.17,1232.69,alert,emergency
546587,1191.13,1232.69,alert,emergency
546833,1177.17,1232.69,alert,emergency
547079,1177.17,1218.89,alert,emergency
547325,1177.17,1232.69,alert,emergency
547571,1191.13,1232.69,alert,emergency
547818,1191.13,1232.69,alert,emergency
548064,1177.17,1232.69,alert,emergency
548311,1177.17,1232.69,alert,emergency
548556,1177.17,1232.69,alert,emergency
548802,1191.13,1232.69,alert,emergency
549049,1177.17,1232.69,alert,emergency
549295,1177.17,1232.69,alert,emergency
549541,1177.17,1232.69,alert,emergency
549787,1177.17,1232.69,alert,emergency
550034,1177.17,1232.69,alert,emergency
550280,1177.17,1218.89,alert,emergency
550525,1177.17,1218.89,alert,emergency
550772,1177.17,1232.69,alert,emergency
551018,1177.17,1232.69,alert,emergency
551265,1177.17,1232.69,alert,emergency
551511,1177.17,1232.69,alert,emergency
551757,1177.17,1232.69,alert,emergency
552003,1191.13,1232.69,alert,emergency
552249,1191.13,1232.69,alert,emergency
552496,1177.17,1232.69,alert,emergency
552741,1177.17,1232.69,alert,emergency
552988,1191.13,1232.69,alert,emergency
553234,1191.13,1232.69,alert,emergency
553480,1177.17,1232.69,alert,emergency
553726,1177.17,1232.69,alert,emergency
553972,1191.13,1232.69,alert,emergency
554219,1191.13,1232.69,alert,emergency
554465,1191.13,1232.69,alert,emergency
554712,1191.13,1232.69,alert,emergency
554957,1177.17,1232.69,alert,emergency
555203,1191.13,1232.69,alert,emergency
555450,1191.13,1232.69,alert,emergency
555696,1191.13,1232.69,alert,emergency
555942,1191.13,1232.69,alert,emergency
556188,1205.04,1260.13,alert,emergency
556435,1149.09,1191.13,alert,emergency
556681,1120.79,1177.17,alert,emergency
556926,1134.96,1177.17,alert,emergency
557173,1149.09,1191.13,alert,emergency
557419,1163.15,1218.89,alert,emergency
557666,1177.17,1218.89,alert,emergency
557912,1163.15,1205.04,alert,emergency
558158,1163.15,1205.04,alert,emergency
558404,1177.17,1232.69,alert,emergency
558650,1191.13,1232.69,alert,emergency
558897,1177.17,1218.89,alert,emergency
559142,1177.17,1218.89,alert,emergency
559389,1177.17,1232.69,alert,emergency
559635,1191.13,1232.69,alert,emergency
559882,1191.13,1232.69,alert,emergency
560128,1177.17,1218.89,alert,emergency
560373,1163.15,1218.89,alert,emergency
560620,1191.13,1246.44,alert,emergency
560866,1191.13,1246.44,alert,emergency
561113,1177.17,1218.89,alert,emergency
561358,1177.17,1218.89,alert,emergency
561605,1191.13,1232.69,alert,emergency
